# Inverse Adding-Doubling 3-16-3 (15 May 2024) 
# C:\Users\LUCUS\Desktop\japan-data\Japan\iad-win-3-16-3\iad.exe -X -i 8 -g 0.9 phantom-with-no-slides.rxt 
#                        Beam diameter =    10.0 mm
#                     Sample thickness =   2.650 mm
#                  Top slide thickness =   0.000 mm
#               Bottom slide thickness =   0.000 mm
#           Sample index of refraction =  (varies with input row)
#        Top slide index of refraction =  1.0000 mm
#     Bottom slide index of refraction =  1.0000 mm
# 
#  Percentage unscattered refl. in M_R =   100.0 %
# Percentage unscattered trans. in M_T =   100.0 %
# 
# Reflection sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    21.8 mm
#               entrance port diameter =    18.3 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#                     wall reflectance =    98.0 %
#                 calibration standard =    98.0 %
#
# Transmission sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    18.3 mm
#                  third port diameter =     0.0 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#    wall reflectance and cal standard =    98.0 %
#                 calibration standard =   100.0 % (ignored)
#
# 4 input columns with LABELS: L  r  t  n  using the comparison (dual-beam) method.
# No sphere corrections were needed and light was incident at 8 degrees from the normal.
# The inverse routine adapted to the input data.
# 
# 
#                 AD quadrature points =  12
#             AD tolerance for success =   0.00010
#      MC tolerance for mu_a and mu_s' =   0.010 %
#  Photons used to estimate lost light =   100000
#
#     	Measured 	   M_R   	Measured 	   M_T   	Estimated	Estimated	Estimated
##wave	   M_R   	   fit   	   M_T   	   fit   	  mu_a   	  mu_s'  	    g    
# [nm]	  [---]  	  [---]  	  [---]  	  [---]  	  1/mm   	  1/mm   	  [---]  
1130.0	   0.4550	   0.4550	   0.3070	   0.3070	   0.0248	   1.1113	   0.9000	 * 
1120.0	   0.4762	   0.4761	   0.3212	   0.3213	   0.0197	   1.1278	   0.9000	 * 
1110.0	   0.4843	   0.4843	   0.3231	   0.3231	   0.0183	   1.1450	   0.9000	 * 
1100.0	   0.4854	   0.4854	   0.3185	   0.3184	   0.0189	   1.1661	   0.9000	 * 
1090.0	   0.4844	   0.4844	   0.3118	   0.3117	   0.0200	   1.1869	   0.9000	 * 
1080.0	   0.4888	   0.4887	   0.3098	   0.3098	   0.0198	   1.2111	   0.9000	 * 
1070.0	   0.4968	   0.4968	   0.3112	   0.3113	   0.0185	   1.2309	   0.9000	 * 
1060.0	   0.5038	   0.5038	   0.3118	   0.3118	   0.0176	   1.2523	   0.9000	 * 
1050.0	   0.5086	   0.5087	   0.3104	   0.3104	   0.0172	   1.2762	   0.9000	 * 
1040.0	   0.5112	   0.5111	   0.3070	   0.3070	   0.0173	   1.2980	   0.9000	 * 
1030.0	   0.5095	   0.5095	   0.2998	   0.2999	   0.0186	   1.3223	   0.9000	 * 
1020.0	   0.5054	   0.5054	   0.2904	   0.2904	   0.0205	   1.3463	   0.9000	 * 
1010.0	   0.5082	   0.5082	   0.2870	   0.2870	   0.0206	   1.3722	   0.9000	 * 
1000.0	   0.5183	   0.5183	   0.2899	   0.2900	   0.0189	   1.3943	   0.9000	 * 
 990.0	   0.5270	   0.5270	   0.2918	   0.2918	   0.0176	   1.4200	   0.9000	 * 
 980.0	   0.5341	   0.5341	   0.2921	   0.2921	   0.0167	   1.4493	   0.9000	 * 
 970.0	   0.5394	   0.5394	   0.2910	   0.2911	   0.0162	   1.4726	   0.9000	 * 
 960.0	   0.5431	   0.5431	   0.2884	   0.2884	   0.0161	   1.4997	   0.9000	 * 
 950.0	   0.5463	   0.5462	   0.2854	   0.2854	   0.0161	   1.5282	   0.9000	 * 
 940.0	   0.5495	   0.5495	   0.2825	   0.2824	   0.0161	   1.5573	   0.9000	 * 
 930.0	   0.5518	   0.5518	   0.2787	   0.2787	   0.0164	   1.5839	   0.9000	 * 
 920.0	   0.5483	   0.5483	   0.2703	   0.2703	   0.0180	   1.6148	   0.9000	 * 
 910.0	   0.5357	   0.5357	   0.2545	   0.2544	   0.0219	   1.6425	   0.9000	 * 
 900.0	   0.5309	   0.5308	   0.2446	   0.2446	   0.0240	   1.6753	   0.9000	 * 
 890.0	   0.5488	   0.5488	   0.2532	   0.2532	   0.0204	   1.7086	   0.9000	 * 
 880.0	   0.5639	   0.5638	   0.2602	   0.2602	   0.0174	   1.7390	   0.9000	 * 
 870.0	   0.5701	   0.5701	   0.2597	   0.2597	   0.0167	   1.7688	   0.9000	 * 
 860.0	   0.5747	   0.5747	   0.2575	   0.2574	   0.0165	   1.8047	   0.9000	 * 
 850.0	   0.5789	   0.5790	   0.2535	   0.2534	   0.0165	   1.8468	   0.9000	 * 
 840.0	   0.5854	   0.5854	   0.2511	   0.2510	   0.0160	   1.8931	   0.9000	 * 
 830.0	   0.5890	   0.5890	   0.2485	   0.2484	   0.0159	   1.9277	   0.9000	 * 
 820.0	   0.5911	   0.5911	   0.2444	   0.2444	   0.0162	   1.9670	   0.9000	 * 
 810.0	   0.5928	   0.5928	   0.2409	   0.2409	   0.0165	   2.0005	   0.9000	 * 
 800.0	   0.5959	   0.5958	   0.2386	   0.2386	   0.0164	   2.0305	   0.9000	 * 
 790.0	   0.5995	   0.5995	   0.2364	   0.2363	   0.0163	   2.0668	   0.9000	 * 
 780.0	   0.6007	   0.6006	   0.2330	   0.2330	   0.0166	   2.0956	   0.9000	 * 
 770.0	   0.6035	   0.6035	   0.2294	   0.2294	   0.0167	   2.1394	   0.9000	 * 
 760.0	   0.6062	   0.6062	   0.2255	   0.2254	   0.0169	   2.1828	   0.9000	 * 
 750.0	   0.6066	   0.6066	   0.2207	   0.2207	   0.0175	   2.2251	   0.9000	 * 
 740.0	   0.6050	   0.6050	   0.2151	   0.2151	   0.0185	   2.2581	   0.9000	 * 
 730.0	   0.6101	   0.6101	   0.2138	   0.2137	   0.0180	   2.3017	   0.9000	 * 
 720.0	   0.6141	   0.6141	   0.2111	   0.2112	   0.0179	   2.3484	   0.9000	 * 
 710.0	   0.6163	   0.6163	   0.2076	   0.2075	   0.0181	   2.3950	   0.9000	 * 
 700.0	   0.6183	   0.6182	   0.2044	   0.2043	   0.0183	   2.4330	   0.9000	 * 
 690.0	   0.6209	   0.6209	   0.2012	   0.2012	   0.0184	   2.4826	   0.9000	 * 
 680.0	   0.6229	   0.6229	   0.1977	   0.1977	   0.0186	   2.5259	   0.9000	 * 
 670.0	   0.6252	   0.6252	   0.1945	   0.1944	   0.0188	   2.5709	   0.9000	 * 
 660.0	   0.6273	   0.6273	   0.1913	   0.1913	   0.0190	   2.6181	   0.9000	 * 
 650.0	   0.6293	   0.6292	   0.1882	   0.1882	   0.0192	   2.6616	   0.9000	 * 
 640.0	   0.6316	   0.6315	   0.1849	   0.1849	   0.0194	   2.7149	   0.9000	 * 
 630.0	   0.6337	   0.6337	   0.1817	   0.1817	   0.0195	   2.7645	   0.9000	 * 
 620.0	   0.6368	   0.6369	   0.1793	   0.1793	   0.0195	   2.8163	   0.9000	 * 
 610.0	   0.6395	   0.6395	   0.1766	   0.1767	   0.0194	   2.8635	   0.9000	 * 
 600.0	   0.6419	   0.6419	   0.1738	   0.1738	   0.0196	   2.9146	   0.9000	 * 
 590.0	   0.6448	   0.6448	   0.1711	   0.1711	   0.0195	   2.9701	   0.9000	 * 
 580.0	   0.6472	   0.6472	   0.1685	   0.1685	   0.0196	   3.0243	   0.9000	 * 
 570.0	   0.6496	   0.6496	   0.1661	   0.1661	   0.0197	   3.0760	   0.9000	 * 
 560.0	   0.6522	   0.6522	   0.1637	   0.1637	   0.0197	   3.1300	   0.9000	 * 
 550.0	   0.6543	   0.6543	   0.1613	   0.1613	   0.0197	   3.1801	   0.9000	 * 
 540.0	   0.6563	   0.6563	   0.1592	   0.1592	   0.0197	   3.2230	   0.9000	 * 
 530.0	   0.6587	   0.6586	   0.1570	   0.1569	   0.0197	   3.2785	   0.9000	 * 
